CG17840	NM_134997	chr2L	+	4465173	4468022	4465237	4467934	3	4465173,4465379,4467062,	4465318,4467003,4468022,
ine	NM_057664	chr2L	-	4467999	4477022	4468133	4474977	10	4467999,4468424,4468666,4469674,4469835,4470993,4471979,4473684,4474331,4476665,	4468361,4468601,4469618,4469767,4469965,4471128,4472158,4473976,4475318,4477022,
dpy	NM_001273103	chr2L	-	4477461	4591963	4479537	4574337	82	4477461,4479843,4480333,4483634,4484691,4484947,4485507,4487448,4488453,4489667,4490375,4493798,4494170,4496246,4497275,4497983,4498361,4500024,4500403,4501725,4502139,4502516,4503220,4503584,4503957,4504353,4504776,4505793,4506153,4506558,4506933,4507938,4508310,4508712,4509081,4509781,4510465,4510858,4511230,4511932,4512289,4512649,4513055,4513434,4515396,4518709,4520376,4521042,4521416,4521812,4522640,4523030,4523751,4524297,4524690,4525086,4525603,4526223,4526605,4527295,4529791,4530530,4530831,4531352,4532102,4532242,4533570,4535243,4538912,4540441,4548004,4552242,4552396,4554350,4555205,4563110,4563679,4570478,4570679,4570856,4574283,4591512,	4479779,4480269,4483561,4484630,4484886,4485148,4487193,4488387,4489113,4490318,4493720,4494104,4496159,4497209,4497923,4498298,4499960,4500339,4501666,4502064,4502451,4503164,4503526,4503899,4504290,4504671,4505727,4506093,4506498,4506870,4507878,4508247,4508649,4509024,4509726,4510396,4510801,4511176,4511878,4512235,4512586,4512994,4513376,4513761,4518588,4520299,4520703,4521351,4521755,4522442,4522964,4523357,4524069,4524624,4525023,4525404,4525927,4526541,4527229,4529728,4530277,4530713,4531053,4531970,4532180,4532386,4534974,4538827,4540356,4546933,4548802,4552335,4554205,4554659,4562483,4563467,4564189,4570595,4570781,4571085,4574342,4591963,
HP6	NM_134998	chr2L	-	4577718	4578218	4577782	4578103	1	4577718,	4578218,
CR43716	NR_073720	chr2L	-	4582249	4582968	4582968	4582968	2	4582249,4582875,	4582803,4582968,
CR44609	NR_124074	chr2L	+	4619586	4620918	4620918	4620918	2	4619586,4620607,	4620530,4620918,
CR45452	NR_124075	chr2L	-	4633880	4634342	4634342	4634342	1	4633880,	4634342,
BG642163	NM_001298675	chr2L	+	4641295	4642872	4641312	4642618	2	4641295,4641448,	4641390,4642872,
CG15635	NM_135002	chr2L	+	4642971	4646562	4643002	4646472	2	4642971,4643109,	4643050,4646562,
CG43798	NM_001273114	chr2L	+	4647050	4647920	4647099	4647864	3	4647050,4647231,4647410,	4647177,4647341,4647920,
CG3355	NM_135004	chr2L	+	4651454	4652892	4651489	4652776	3	4651454,4651764,4652422,	4651688,4652156,4652892,
CG11929	NM_001298676	chr2L	+	4682676	4687232	4682823	4687105	3	4682676,4682979,4684511,	4682921,4683044,4687232,
Bsg25A	NM_078748	chr2L	-	4683051	4684461	4683223	4684373	2	4683051,4684370,	4684312,4684461,
Elba3	NM_135006	chr2L	+	4687510	4688956	4687648	4688788	1	4687510,	4688956,
CG3251	NM_135007	chr2L	-	4688964	4690702	4689059	4690600	2	4688964,4690557,	4690504,4690702,
CG34351	NM_001273115	chr2L	+	4694720	4722465	4705736	4720474	6	4694720,4705477,4712288,4717724,4719804,4720340,	4694991,4705823,4712455,4717861,4719981,4722465,
Taf12L	NM_135008	chr2L	-	4700834	4701485	4700991	4701468	2	4700834,4701276,	4701216,4701485,
CG15631	NM_001298677	chr2L	-	4732412	4734458	4732506	4734228	2	4732412,4734305,	4734244,4734458,
CG15630	NM_175961	chr2L	-	4734591	4794044	4735546	4793680	7	4734591,4735848,4737058,4737362,4737602,4738259,4793637,	4735767,4736340,4737211,4737500,4737713,4738454,4794044,
CG42523	NM_001273116	chr2L	+	4762894	4763951	4762980	4763535	2	4762894,4763683,	4763621,4763951,
CG3294	NM_175962	chr2L	+	4794548	4796576	4794671	4795954	5	4794548,4794752,4795842,4796092,4796286,	4794685,4795571,4795975,4796219,4796576,
Clect27	NM_001273117	chr2L	-	4796599	4801923	4797075	4799878	3	4796599,4799745,4801443,	4797638,4799878,4801923,
CR45297	NR_124076	chr2L	-	4811710	4811945	4811945	4811945	1	4811710,	4811945,
CG15629	NM_135015	chr2L	+	4813008	4815891	4813353	4815782	4	4813008,4814769,4815022,4815679,	4813509,4814887,4815623,4815891,
CG3225	NM_135016	chr2L	-	4815612	4818245	4815941	4818166	5	4815612,4815915,4817721,4817881,4818037,	4815857,4817663,4817815,4817973,4818245,
mir-4910	NR_047888	chr2L	-	4817815	4817881	4817881	4817881	1	4817815,	4817881,
CG15628	NM_001273118	chr2L	+	4821773	4828945	4825609	4827572	5	4821773,4825607,4826446,4826624,4827172,	4823235,4825711,4826563,4827100,4828945,
Fnta	NM_001273119	chr2L	-	4829213	4830693	4829483	4830607	3	4829213,4830039,4830468,	4829979,4830400,4830693,
mir-4912	NR_047890	chr2L	-	4829979	4830039	4830039	4830039	1	4829979,	4830039,
Ir25a	NM_135019	chr2L	-	4830845	4835300	4830967	4834949	10	4830845,4831416,4832003,4832794,4833101,4833265,4833768,4834106,4834873,4835246,	4831361,4831932,4832596,4833040,4833216,4833704,4834044,4834256,4834972,4835300,
tank	NM_135020	chr2L	-	4835334	4837999	4835739	4837616	5	4835334,4836482,4837234,4837601,4837844,	4836244,4837157,4837533,4837639,4837999,
CG12194	NM_001169402	chr2L	+	4838346	4841465	4839302	4841193	7	4838346,4838991,4839576,4840163,4840694,4840883,4841135,	4838377,4839510,4840104,4840641,4840813,4840983,4841465,
mxt	NM_001273126	chr2L	-	4841481	4847295	4842233	4846043	10	4841481,4843539,4843717,4844168,4844308,4844711,4845086,4845253,4845641,4847238,	4842347,4843658,4844111,4844242,4844646,4844772,4845158,4845575,4846216,4847295,
CG11927	NM_135023	chr2L	+	4847765	4849499	4847854	4849324	1	4847765,	4849499,
mRpS2	NM_078749	chr2L	-	4849438	4850419	4849511	4850363	2	4849438,4850338,	4850281,4850419,
Mon1	NM_135024	chr2L	+	4850640	4852640	4850750	4852455	3	4850640,4851407,4851613,	4851343,4851559,4852640,
pog	NM_001258952	chr2L	+	4852863	4875233	4865302	4875084	15	4852863,4854397,4865147,4870477,4870777,4871075,4871257,4871415,4871824,4871954,4872498,4873817,4874057,4874541,4874886,	4853016,4854728,4866130,4870717,4870836,4871195,4871338,4871764,4871893,4872356,4872693,4873999,4874169,4874562,4875233,
Cf2	NM_175963	chr2L	-	4876890	4883107	4879020	4882392	4	4876890,4880377,4881214,4882864,	4879196,4880472,4882801,4883107,
CG3008	NM_135027	chr2L	+	4883297	4885669	4883646	4885509	3	4883297,4883645,4884390,	4883587,4884339,4885669,
CG15625	NM_135028	chr2L	+	4889994	4891277	4890076	4891187	2	4889994,4890428,	4890367,4891277,
CG3036	NM_001273129	chr2L	+	4892111	4903458	4893954	4903153	7	4892111,4893934,4901401,4902024,4902460,4902663,4902973,	4892604,4893994,4901917,4902395,4902593,4902905,4903458,
CG2837	NM_164602	chr2L	-	4903864	4906762	4904222	4905822	4	4903864,4904892,4905752,4906698,	4904833,4904979,4905863,4906762,
hoe1	NM_001273131	chr2L	-	4908741	4928393	4909169	4925905	11	4908741,4909314,4909475,4909677,4910082,4910468,4911580,4911722,4912671,4925828,4928243,	4909254,4909408,4909623,4910025,4910412,4911512,4911641,4911867,4912778,4926350,4928393,
hoe2	NM_135034	chr2L	-	4933046	4936450	4933284	4936341	7	4933046,4934011,4934395,4934839,4935262,4935508,4936112,	4933959,4934338,4934784,4935185,4935435,4935910,4936450,
Sgs1	NM_078751	chr2L	+	4937408	4941423	4937440	4941366	2	4937408,4937533,	4937468,4941423,
CG14044	NM_135035	chr2L	+	4942741	4944305	4942851	4944234	5	4942741,4943010,4943347,4943802,4944047,	4942944,4943280,4943748,4943988,4944305,
mRpL24	NM_078752	chr2L	-	4944255	4945361	4944300	4945275	4	4944255,4944474,4944926,4945191,	4944416,4944864,4945080,4945361,
betaggt-I	NM_001273132	chr2L	+	4945578	4948324	4945903	4947867	5	4945578,4945901,4946070,4946906,4947825,	4945681,4946013,4946221,4947734,4948324,
jet	NM_135036	chr2L	-	4948205	4949784	4948587	4949673	2	4948205,4948897,	4948771,4949784,
Jon25Biii	NM_135037	chr2L	-	4949940	4950767	4949971	4950748	1	4949940,	4950767,
Jon25Bii	NM_001298679	chr2L	-	4952242	4953136	4952283	4953114	1	4952242,	4953136,
Jon25Bi	NM_001038784	chr2L	-	4954278	4955144	4954322	4955123	1	4954278,	4955144,
Marcal1	NM_135039	chr2L	+	4955508	4958292	4955582	4958223	7	4955508,4956407,4956957,4957177,4957407,4957751,4958007,	4956349,4956898,4957108,4957342,4957690,4957946,4958292,
CG34124	NM_001042868	chr2L	+	4958410	4965430	4958477	4965275	11	4958410,4958629,4958850,4960729,4961425,4961806,4962498,4963544,4964024,4964304,4964687,	4958572,4958792,4960667,4961374,4961533,4962434,4963491,4963967,4964249,4964631,4965430,
CR43824	NR_073721	chr2L	-	4963975	4965425	4965425	4965425	2	4963975,4964670,	4964618,4965425,
CG34125	NM_001042869	chr2L	+	4965672	4966399	4965735	4966274	2	4965672,4965881,	4965822,4966399,
Trip1	NM_078754	chr2L	-	4966366	4967775	4966480	4967693	3	4966366,4967023,4967690,	4966968,4967513,4967775,
Scox	NM_135040	chr2L	-	4967831	4968935	4968006	4968825	2	4967831,4968431,	4968368,4968935,
CG3756	NM_135041	chr2L	+	4969003	4970216	4969084	4970146	2	4969003,4969284,	4969224,4970216,
l(2)05714	NM_001273133	chr2L	-	4970134	4973921	4970211	4971296	3	4970134,4971086,4973718,	4970784,4971322,4973921,
CG14043	NM_135042	chr2L	+	4971701	4973687	4971811	4973614	1	4971701,	4973687,
mRpL28	NM_001273134	chr2L	+	4973975	4975316	4974136	4975216	3	4973975,4974276,4975152,	4974157,4975100,4975316,
Gmd	NM_135044	chr2L	-	4975299	4977023	4975578	4976929	3	4975299,4976219,4976758,	4976159,4976655,4977023,
CG3792	NM_135045	chr2L	+	4977311	4978567	4977597	4978418	2	4977311,4977747,	4977685,4978567,
CG8891	NM_135046	chr2L	-	4978483	4979379	4978565	4979268	3	4978483,4978775,4979144,	4978707,4979085,4979379,
CG8892	NM_164608	chr2L	-	4979512	4981592	4979683	4981174	2	4979512,4981452,	4981379,4981592,
CG34126	NM_001273138	chr2L	+	4981613	4992435	4982028	4991598	18	4981613,4983713,4983982,4984712,4985861,4986016,4987158,4987906,4988114,4988733,4989389,4990307,4990505,4990691,4990907,4991144,4991384,4991560,	4982072,4983915,4984609,4985424,4985954,4987089,4987318,4988048,4988672,4988848,4989410,4990450,4990629,4990839,4991082,4991262,4991436,4992435,
Rtnl1	NM_001169406	chr2L	-	4992807	5006565	4994207	5004689	7	4992807,4994338,4994507,4994786,5004171,5004613,5006444,	4994277,4994444,4994716,4994994,5004207,5004774,5006565,
Tfb5	NM_001144319	chr2L	-	5009930	5010834	5010486	5010766	2	5009930,5010731,	5010673,5010834,
CG3887	NM_001273140	chr2L	+	5011091	5012127	5011189	5011862	3	5011091,5011183,5011411,	5011131,5011335,5012127,
vkg	NM_001273143	chr2L	-	5012143	5027445	5012510	5027129	9	5012143,5013211,5013496,5013674,5015690,5018467,5018574,5027036,5027297,	5013144,5013435,5013611,5015592,5018301,5018512,5018757,5027221,5027445,
Cg25C	NM_164616	chr2L	+	5029608	5037279	5030217	5036737	9	5029608,5030136,5030741,5030854,5031877,5032499,5034012,5035063,5036476,	5029746,5030237,5030790,5031802,5032374,5033950,5034981,5036208,5037279,
CG14042	NM_001298680	chr2L	+	5037797	5039025	5038121	5038757	1	5037797,	5039025,
SP555	NM_164618	chr2L	+	5037797	5040622	5039110	5040176	3	5037797,5039808,5040119,	5039740,5040027,5040622,
CG31650	NM_001169410	chr2L	-	5040647	5044712	5040881	5042713	4	5040647,5041688,5042490,5044538,	5041539,5041836,5042890,5044712,
CG44000	NM_001273151	chr2L	+	5043269	5048365	5046567	5046975	6	5043269,5044582,5045821,5046146,5047272,5047542,	5043383,5044689,5045925,5047206,5047479,5048365,
CG9121	NM_001273152	chr2L	-	5047817	5050975	5048363	5049976	4	5047817,5048790,5050128,5050657,	5048719,5050017,5050248,5050975,
eIF-3p40	NM_080095	chr2L	-	5051192	5053094	5051312	5052735	3	5051192,5051636,5052654,	5051570,5052314,5053094,
CG14040	NM_135058	chr2L	+	5052842	5054575	5053083	5054378	3	5052842,5053238,5053414,	5053168,5053356,5054575,
CG14036	NM_135059	chr2L	-	5054578	5055016	5054670	5054952	1	5054578,	5055016,
His3.3A	NM_078755	chr2L	+	5055057	5055995	5055258	5055759	2	5055057,5055630,	5055540,5055995,
CG31918	NM_135060	chr2L	-	5055981	5058248	5056246	5058136	1	5055981,	5058248,
Rpn11	NM_135061	chr2L	-	5058403	5059790	5058514	5059550	3	5058403,5058785,5059629,	5058676,5059559,5059790,
CR45291	NR_124077	chr2L	-	5060472	5060806	5060806	5060806	1	5060472,	5060806,
qtc	NM_078756	chr2L	+	5060814	5070750	5062742	5070303	7	5060814,5062740,5066869,5067308,5068295,5069126,5070096,	5060990,5063210,5067249,5068227,5068394,5069219,5070750,
CR43820	NR_073722	chr2L	-	5062635	5063442	5063442	5063442	1	5062635,	5063442,
mir-2495	NR_047892	chr2L	+	5068569	5068684	5068684	5068684	1	5068569,	5068684,
CR45305	NR_124078	chr2L	-	5070886	5071109	5071109	5071109	1	5070886,	5071109,
RpL37A	NM_001201762	chr2L	+	5070956	5072055	5071154	5071755	4	5070956,5071102,5071226,5071608,	5071030,5071157,5071355,5072055,
pgant5	NM_135062	chr2L	-	5072169	5093592	5073882	5078988	10	5072169,5074091,5074389,5077076,5077534,5077773,5078233,5078461,5092874,5093444,	5074029,5074325,5074529,5077257,5077712,5078092,5078400,5079574,5092898,5093592,
CG5828	NM_001273156	chr2L	+	5093975	5095910	5094105	5095191	1	5093975,	5095910,
CG4230	NM_135064	chr2L	+	5096226	5098613	5096650	5098384	5	5096226,5097035,5097536,5097709,5098093,	5096700,5097226,5097651,5098034,5098613,
ND-13A	NM_001298684	chr2L	-	5099176	5100202	5099601	5100141	3	5099176,5099736,5100009,	5099673,5099913,5100202,
Msp300	NM_001201768	chr2L	+	5100876	5205389	5102797	5205347	29	5100876,5102668,5117576,5121675,5122434,5122660,5123015,5125827,5139358,5139778,5141310,5141652,5142002,5146992,5148730,5154247,5155321,5155588,5187606,5188116,5188341,5195978,5197866,5199342,5202764,5203115,5204450,5204835,5205103,	5101044,5103596,5117638,5121948,5122601,5122937,5125622,5139015,5139673,5140921,5141517,5141890,5144785,5147298,5148882,5155217,5155534,5155849,5187717,5188281,5195460,5196284,5198124,5202302,5202803,5203742,5204592,5204903,5205389,
snoRNA:Psi28S-2263	NR_003754	chr2L	+	5187777	5187922	5187922	5187922	1	5187777,	5187922,
snmRNA:765	NR_002509	chr2L	+	5193470	5193516	5193516	5193516	1	5193470,	5193516,
snmRNA:128	NR_002510	chr2L	+	5196034	5196097	5196097	5196097	1	5196034,	5196097,
snoRNA:Psi18S-525k	NR_003755	chr2L	+	5202382	5202522	5202522	5202522	1	5202382,	5202522,
snmRNA:158	NR_002511	chr2L	+	5206204	5206361	5206361	5206361	1	5206204,	5206361,
Cyp28d2	NM_135067	chr2L	+	5207266	5209345	5207307	5209219	6	5207266,5207657,5207857,5208022,5208720,5209055,	5207501,5207796,5207965,5208650,5208993,5209345,
Cyp28d1	NM_135068	chr2L	+	5210459	5212445	5210501	5212379	6	5210459,5210750,5210953,5211190,5211880,5212212,	5210695,5210889,5211061,5211821,5212150,5212445,
CG7742	NM_001298688	chr2L	-	5212394	5214856	5212488	5214586	7	5212394,5212714,5212862,5213387,5213689,5213836,5214316,	5212662,5212796,5213332,5213640,5213783,5214023,5214856,
CG14034	NM_001298689	chr2L	-	5215188	5216542	5215282	5216514	5	5215188,5215473,5215704,5216334,5216486,	5215421,5215642,5216282,5216437,5216542,
TpnC25D	NM_001298691	chr2L	+	5216700	5219053	5218461	5218955	3	5216700,5218446,5218926,	5216843,5218864,5219053,
tkv	NM_175977	chr2L	-	5218999	5242620	5220092	5241468	4	5218999,5221462,5241368,5242218,	5221400,5221650,5241506,5242620,
CR44744	NR_124080	chr2L	+	5258941	5259903	5259903	5259903	2	5258941,5259342,	5259280,5259903,
Cyp4ac1	NM_135072	chr2L	+	5264000	5265899	5264033	5265796	5	5264000,5264295,5264557,5264695,5264855,	5264235,5264499,5264639,5264796,5265899,
Cyp4ac2	NM_135073	chr2L	+	5266391	5268455	5266431	5268322	5	5266391,5266694,5266957,5267094,5267378,	5266636,5266898,5267039,5267195,5268455,
Cyp4ac3	NM_135074	chr2L	+	5268497	5270329	5268545	5270301	5	5268497,5268799,5269053,5269199,5269360,	5268747,5269003,5269135,5269300,5270329,
Bsg25D	NM_001273164	chr2L	-	5271727	5278548	5272677	5278189	8	5271727,5272985,5273160,5274018,5276287,5276511,5276935,5277933,	5272928,5273097,5273590,5275780,5276368,5276731,5277180,5278548,
Bub1	NM_001298692	chr2L	+	5278864	5283002	5279359	5282799	3	5278864,5280327,5282073,	5280271,5281989,5283002,
CR44743	NR_124081	chr2L	-	5287446	5288667	5288667	5288667	2	5287446,5288428,	5288368,5288667,
CR44742	NR_124083	chr2L	+	5287847	5288361	5288361	5288361	1	5287847,	5288361,
vri	NM_001298694	chr2L	+	5288943	5310996	5307779	5309720	3	5288943,5307564,5308020,	5289509,5307912,5310996,
CR45730	NR_124084	chr2L	-	5297485	5297928	5297928	5297928	1	5297485,	5297928,
CG14024	NM_001273165	chr2L	-	5311310	5314895	5312309	5313884	4	5311310,5313268,5313387,5314678,	5313091,5313324,5313949,5314895,
Ncoa6	NM_001258955	chr2L	-	5315289	5326683	5317812	5325966	6	5315289,5317932,5318510,5323346,5324725,5325951,	5317874,5318436,5323229,5324663,5324909,5326683,
CR44985	NR_124085	chr2L	+	5326503	5326832	5326832	5326832	2	5326503,5326710,	5326648,5326832,
cype	NM_001258957	chr2L	+	5327226	5327969	5327506	5327807	3	5327226,5327502,5327743,	5327286,5327676,5327969,
CG14022	NM_001298696	chr2L	-	5327974	5328844	5328074	5328633	3	5327974,5328252,5328569,	5328189,5328379,5328844,
TotM	NM_001258958	chr2L	+	5329856	5330423	5329889	5330341	2	5329856,5329968,	5329912,5330423,
fusl	NM_001298697	chr2L	-	5330469	5336170	5330867	5332414	5	5330469,5331262,5331507,5331721,5335458,	5331199,5331446,5331660,5332850,5336170,
CG12512	NM_135080	chr2L	-	5339131	5342234	5339224	5342055	3	5339131,5339544,5341984,	5339482,5340997,5342234,
nompC	NM_001316380	chr2L	+	5346199	5365760	5346857	5365039	17	5346199,5348436,5352079,5353546,5355192,5356181,5356625,5356975,5357336,5358825,5359430,5359711,5360791,5361997,5363655,5364308,5364773,	5347229,5348538,5352181,5353663,5355285,5356395,5356921,5357278,5358764,5359362,5359637,5360405,5360878,5362209,5363784,5364417,5365760,
CR42850	NR_124086	chr2L	-	5379094	5381074	5381074	5381074	2	5379094,5380392,	5380332,5381074,
CR44745	NR_124088	chr2L	+	5387550	5388632	5388632	5388632	1	5387550,	5388632,
H15	NM_135082	chr2L	+	5404279	5415928	5404879	5415894	6	5404279,5406910,5407683,5413011,5413964,5415353,	5405192,5407374,5407817,5413297,5414209,5415928,
CR43713	NR_073723	chr2L	+	5431841	5432604	5432604	5432604	1	5431841,	5432604,
CR43714	NR_073724	chr2L	+	5432821	5433522	5433522	5433522	1	5432821,	5433522,
CR43715	NR_124089	chr2L	-	5433675	5434236	5434236	5434236	1	5433675,	5434236,
CR31647	NR_047895	chr2L	-	5435581	5439277	5439277	5439277	3	5435581,5436766,5439227,	5436711,5437101,5439277,
snoRNA:Me28S-A2486	NR_003756	chr2L	-	5437633	5437749	5437749	5437749	1	5437633,	5437749,
mid	NM_001273167	chr2L	+	5461638	5466829	5461917	5466712	4	5461638,5463818,5465219,5465893,	5462104,5464269,5465505,5466829,
CR45287	NR_124090	chr2L	+	5486904	5487191	5487191	5487191	1	5486904,	5487191,
CG14020	NM_001273168	chr2L	+	5517736	5518949	5517841	5518873	1	5517736,	5518949,
CG7382	NM_135085	chr2L	-	5518892	5519896	5518985	5519812	3	5518892,5519211,5519682,	5519156,5519621,5519896,
cl	NM_001273170	chr2L	+	5520134	5521382	5520400	5521289	4	5520134,5520301,5520618,5521135,	5520235,5520545,5520700,5521382,
Vps52	NM_135087	chr2L	-	5521280	5523898	5521377	5523816	7	5521280,5522161,5522348,5522523,5522734,5523012,5523671,	5522007,5522282,5522467,5522679,5522950,5523614,5523898,
CG6907	NM_135088	chr2L	+	5524138	5525809	5524409	5525723	1	5524138,	5525809,
CR44793	NR_124091	chr2L	-	5525737	5526943	5526943	5526943	2	5525737,5526780,	5526628,5526943,
Cap-D3	NM_135091	chr2L	+	5525904	5535958	5525948	5535757	7	5525904,5532364,5532703,5533578,5533802,5535049,5535364,	5526654,5532648,5533522,5533742,5534986,5535303,5535958,
CG31648	NM_164644	chr2L	+	5526956	5527854	5527074	5527800	1	5526956,	5527854,
CG31915	NM_164645	chr2L	+	5528122	5530682	5528252	5530164	2	5528122,5528519,	5528446,5530682,
CG7277	NM_135090	chr2L	-	5530619	5532223	5530713	5532147	1	5530619,	5532223,
tomb	NM_135092	chr2L	-	5535860	5536758	5535932	5536726	2	5535860,5536557,	5536495,5536758,
CG14015	NM_135093	chr2L	-	5536849	5539196	5537459	5539110	4	5536849,5537800,5538087,5538756,	5537732,5538029,5538683,5539196,
Hel25E	NM_164648	chr2L	-	5539325	5542314	5539630	5541921	8	5539325,5539706,5540168,5540971,5541152,5541432,5541722,5542182,	5539644,5540109,5540300,5541090,5541336,5541656,5541969,5542314,
Lam	NM_001298700	chr2L	+	5542479	5546642	5543331	5545508	4	5542479,5543324,5544037,5544806,	5542660,5543794,5544741,5546642,
Oscillin	NM_001258965	chr2L	+	5547085	5549614	5547814	5549070	7	5547085,5547232,5547807,5547972,5548167,5549016,5549443,	5547105,5547412,5547912,5548100,5548709,5549076,5549614,
CG14014	NM_135095	chr2L	-	5549708	5550835	5549820	5550807	1	5549708,	5550835,
CG18269	NM_135096	chr2L	+	5551837	5552756	5552045	5552648	1	5551837,	5552756,
CG14013	NM_135097	chr2L	-	5552842	5553850	5552936	5553715	2	5552842,5553385,	5553332,5553850,
CG14017	NM_135098	chr2L	+	5553896	5555137	5553977	5554756	2	5553896,5554366,	5554304,5555137,
GluRIIA	NM_078760	chr2L	+	5555071	5558994	5555303	5558697	12	5555071,5555464,5555676,5555830,5556091,5556364,5556569,5557067,5557305,5557580,5557781,5558272,	5555406,5555614,5555739,5556037,5556309,5556514,5557006,5557245,5557529,5557718,5558212,5558994,
GluRIIB	NM_078761	chr2L	+	5559341	5563502	5559450	5563404	13	5559341,5559585,5559794,5560322,5560646,5560927,5561151,5561371,5561705,5561971,5562411,5562901,5563218,	5559532,5559732,5559857,5560532,5560858,5561086,5561310,5561652,5561895,5562333,5562842,5563161,5563502,
CR44794	NR_124092	chr2L	-	5564810	5565755	5565755	5565755	1	5564810,	5565755,
snRNA:U4:25F	NR_001620	chr2L	+	5565618	5565766	5565766	5565766	1	5565618,	5565766,
CG14011	NM_135099	chr2L	-	5579579	5581116	5579724	5580891	2	5579579,5580965,	5580910,5581116,
CG7251	NM_001298701	chr2L	-	5587114	5588414	5587268	5588291	2	5587114,5587970,	5587913,5588414,
CG18266	NM_135101	chr2L	+	5596832	5598636	5596938	5598399	1	5596832,	5598636,
DIP-eta	NM_135102	chr2L	-	5601722	5617946	5602973	5613494	12	5601722,5603908,5604590,5604715,5605841,5606038,5608790,5611027,5611143,5612885,5613373,5617654,	5603173,5604001,5604644,5604868,5605979,5606167,5608949,5611089,5611289,5612983,5613586,5617946,
CR44795	NR_124093	chr2L	+	5615229	5615661	5615661	5615661	1	5615229,	5615661,
CR44796	NR_124094	chr2L	-	5619793	5620280	5620280	5620280	1	5619793,	5620280,
Cyp6a16	NM_001298702	chr2L	-	5620614	5623762	5621601	5623740	3	5620614,5622635,5623254,	5622044,5623198,5623762,
DIP-theta	NM_164653	chr2L	-	5626290	5658560	5626920	5651916	13	5626290,5632036,5632369,5632927,5634653,5635655,5636733,5640286,5640517,5641854,5645455,5651609,5658394,	5627117,5632312,5632456,5633077,5634788,5635784,5636892,5640348,5640663,5641952,5645530,5652180,5658560,
CR44822	NR_124095	chr2L	-	5631623	5632660	5632660	5632660	2	5631623,5632369,	5632312,5632660,
mir-959	NR_047896	chr2L	+	5640939	5641036	5641036	5641036	1	5640939,	5641036,
mir-960	NR_047898	chr2L	+	5641062	5641155	5641155	5641155	1	5641062,	5641155,
mir-961	NR_047900	chr2L	+	5641190	5641279	5641279	5641279	1	5641190,	5641279,
mir-962	NR_047902	chr2L	+	5641297	5641389	5641389	5641389	1	5641297,	5641389,
mir-963	NR_047904	chr2L	+	5641989	5642076	5642076	5642076	1	5641989,	5642076,
mir-964	NR_047906	chr2L	+	5642101	5642201	5642201	5642201	1	5642101,	5642201,
CR44821	NR_124096	chr2L	-	5661901	5662232	5662232	5662232	1	5661901,	5662232,
Hsp60C	NM_135104	chr2L	+	5662848	5670838	5668948	5670679	3	5662848,5668817,5668942,	5662981,5668881,5670838,
CG12511	NM_001258970	chr2L	+	5678581	5679223	5678784	5679150	2	5678581,5678782,	5678729,5679223,
CR44819	NR_124097	chr2L	+	5690528	5691770	5691770	5691770	2	5690528,5690785,	5690697,5691770,
CR44820	NR_124098	chr2L	-	5690529	5691421	5691421	5691421	1	5690529,	5691421,
CG7236	NM_001298706	chr2L	+	5706373	5713648	5706751	5713553	4	5706373,5712237,5712481,5713415,	5706819,5712424,5713354,5713648,
CG14007	NM_001103620	chr2L	-	5715348	5716680	5715490	5716650	5	5715348,5716005,5716219,5716378,5716575,	5715954,5716159,5716305,5716517,5716680,
CR44818	NR_124100	chr2L	+	5715677	5716426	5716426	5716426	1	5715677,	5716426,
CG34011	NM_001038789	chr2L	+	5716700	5718067	5716959	5718067	5	5716700,5717088,5717328,5717473,5717684,	5717034,5717221,5717414,5717627,5718067,
CG11149	NM_001273173	chr2L	-	5718120	5720540	5718400	5719962	4	5718120,5718655,5719510,5720314,	5718601,5719430,5720027,5720540,
sip1	NM_001298707	chr2L	+	5721050	5723944	5721135	5723769	3	5721050,5721295,5723637,	5721244,5723574,5723944,
CG11030	NM_001273174	chr2L	+	5724655	5762420	5725219	5759810	4	5724655,5758694,5759428,5759676,	5725228,5759362,5759616,5762420,
CG14006	NM_001273175	chr2L	-	5726414	5728811	5727462	5728752	1	5726414,	5728811,
CG11147	NM_135110	chr2L	-	5733674	5741244	5734128	5736924	11	5733674,5734406,5734557,5735059,5735298,5735770,5736181,5736338,5736820,5740660,5741216,	5734340,5734493,5734823,5735246,5735714,5736117,5736275,5736761,5736933,5741058,5741244,
CG11029	NM_135111	chr2L	+	5746156	5747961	5746276	5747620	1	5746156,	5747961,
obst-E	NM_164659	chr2L	-	5762552	5766142	5762673	5766015	2	5762552,5765960,	5763368,5766142,
CG9171	NM_001169420	chr2L	-	5767001	5800173	5769315	5771202	8	5767001,5769573,5769747,5770013,5770950,5787964,5799117,5800043,	5769513,5769686,5769944,5770888,5771209,5787984,5799277,5800173,
CR31912	NR_124101	chr2L	+	5769751	5771537	5771537	5771537	2	5769751,5770198,	5770124,5771537,
CG31913	NM_164662	chr2L	+	5784030	5784893	5784119	5784767	1	5784030,	5784893,
CG14005	NM_001273178	chr2L	-	5800516	5801975	5800869	5801886	3	5800516,5800847,5801677,	5800754,5801608,5801975,
CG7239	NM_135116	chr2L	+	5802219	5804030	5802404	5803843	2	5802219,5802771,	5802712,5804030,
CG11034	NM_001298709	chr2L	+	5805394	5809063	5805478	5808858	6	5805394,5806555,5806700,5807674,5808472,5808744,	5805665,5806644,5807617,5808411,5808684,5809063,
